naics,enduse_cat,not_total,end_use,total,net_electricity,fuel_oil,diesel,natural_gas,NGL_HGL,coal,other
327,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,7.01,5,0,0,2,0.01,0,0
327,Direct Uses-Total Process,TRUE,Process Heating,532.01,31,0.01,1,266,1,233,0
327,End Use Not Reported,FALSE,End Use Not Reported,136,4.98,0,0.01,21,1,0.01,109
327,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,15.05,1,0.01,0.02,13,0.02,1,0
327,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,12.03,0,0.01,0.01,11,0.01,1,0
327,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,3.02,1,0,0.01,2,0.01,0,0
327,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,827,128,0.03,19,333,3,235,109
331,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,88.01,35,0.2,5,47,1.3,0,0
331,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.01,0.01,0.075,0,0
331,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,54.03,15,0.2,0.01,39,0.075,0,0
331,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,14,14,0,0,0,0,0,0
331,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,8,1,0,5,1,1,0,0
331,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,11.02,4,0,0.01,7,0.075,0,0
331,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,2.02,1,0,0.01,1,0.075,0,0
331,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,912.02,388,0.4,1,504,1,18,0
331,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,99,99,0,0,0,0,0,0
331,Direct Uses-Total Process,TRUE,Machine Drive,127.03,115,0.2,0.01,12,0.01,0,0
331,Direct Uses-Total Process,TRUE,Other Process Use,50.02,7,0,0.01,36,0.01,7,0
331,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,11.02,6,0,0.01,5,0.01,0,0
331,Direct Uses-Total Process,TRUE,Process Heating,625.01,160,0.2,1,452,0.97,11,0
331,End Use Not Reported,FALSE,End Use Not Reported,595,9,0.01,0.01,6,0.01,0,580
331,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,87.06,2,0.4,0.02,85,0.45,0,0
331,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,62.03,0,0.01,0.01,62,0.01,0,0
331,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,25.03,2,0.39,0.01,23,0.44,0,0
331,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,1684,433,1,6,643,3,18,580
332,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,96,41,0,2,47,6,0,0
332,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
332,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,69.95,22,0,0.97,45,1.98,0,0
332,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,13,13,0,0,0,0,0,0
332,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,6.01,1,0,1,0.01,4,0,0
332,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,7.02,5,0,0.01,2,0.01,0,0
332,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.01,0,0
332,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,216.03,97,0,0.03,118,1,0,0
332,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,5,5,0,0,0,0,0,0
332,Direct Uses-Total Process,TRUE,Machine Drive,66.02,61,0,0.01,5,0.01,0,0
332,Direct Uses-Total Process,TRUE,Other Process Use,7.01,5,0,0.01,1.99,0.01,0,0
332,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,5.01,5,0,0,0.01,0,0,0
332,Direct Uses-Total Process,TRUE,Process Heating,133.99,22,0,0.01,111,0.98,0,0
332,End Use Not Reported,FALSE,End Use Not Reported,10,2.99,0,0,6,0.01,0,1
332,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,22.03,2.01,0,0,20,0.02,0,0
332,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,16.01,0,0,0,16,0.01,0,0
332,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,6.02,2.01,0,0,4,0.01,0,0
332,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,344,143,0,2,191,7,0,1
333,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,66.99,31,0.02,1.97,32,2,0,0
333,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.01,0.01,0.01,0,0
333,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,47.99,16,0.01,0.01,31,0.97,0,0
333,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,11,11,0,0,0,0,0,0
333,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,2.02,1,0,0.01,0.01,1,0,0
333,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,5.94,3,0,1.93,1,0.01,0,0
333,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.05,0.01,0.01,0.01,0.01,0.01,0,0
333,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,76,47,0,3,25,1,0,0
333,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,1,1,0,0,0,0,0,0
333,Direct Uses-Total Process,TRUE,Machine Drive,35.02,33,0,0.01,2,0.01,0,0
333,Direct Uses-Total Process,TRUE,Other Process Use,10.49,2,0,3,4.99,0.5,0,0
333,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,3.03,3,0,0.01,0.01,0.01,0,0
333,Direct Uses-Total Process,TRUE,Process Heating,26.48,8,0,0,18,0.48,0,0
333,End Use Not Reported,FALSE,End Use Not Reported,4,0.98,0,0.01,1,0.01,0,2
333,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,17.01,1,0,0.02,14,0.01,1.98,0
333,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,12,0,0,0.01,10,0.01,1.98,0
333,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,5.01,1,0,0.01,4,0,0,0
333,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,164,80,0.02,5,72,3,1.98,2
334,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,63.1,46,0.01,0.05,17,0.04,0,0
334,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
334,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,42.03,27,0.01,0.01,15,0.01,0,0
334,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,10,10,0,0,0,0,0,0
334,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
334,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,7.02,6,0,0.01,1,0.01,0,0
334,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,3.02,2,0,0.01,1,0.01,0,0
334,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,77.06,63,0,0.03,14,0.03,0,0
334,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,3,3,0,0,0,0,0,0
334,Direct Uses-Total Process,TRUE,Machine Drive,26.03,26,0,0.01,0.01,0.01,0,0
334,Direct Uses-Total Process,TRUE,Other Process Use,12.02,8,0,0.01,4,0.01,0,0
334,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,13.01,13,0,0,0.01,0,0,0
334,Direct Uses-Total Process,TRUE,Process Heating,23.02,13,0,0.01,10,0.01,0,0
334,End Use Not Reported,FALSE,End Use Not Reported,5,2,0,0,0.01,0.01,0,1.89
334,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,17.03,1,0,0.01,16,0.02,0,0
334,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,5.01,0,0,0,5,0.01,0,0
334,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,12.02,1,0,0.01,11,0.01,0,0
334,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,162,112,0.01,1,47,0.1,0,1.89
335,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,20.05,12,0,0.05,7,0.99,0,0
335,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0,0.1955,0,0
335,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,13.02,7,0,0.01,6,0.1955,0,0
335,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,4,4,0,0,0,0,0,0
335,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.1955,0,0
335,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.03,1,0,0.01,0.01,0.1955,0,0
335,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.2,0,0
335,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,45.03,28,0,0.02,17,0.01,0,0
335,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,3,3,0,0,0,0,0,0
335,Direct Uses-Total Process,TRUE,Machine Drive,11.02,11,0,0.01,0.01,0,0,0
335,Direct Uses-Total Process,TRUE,Other Process Use,1.01,1,0,0,0.01,0,0,0
335,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,3.01,3,0,0,0.01,0,0,0
335,Direct Uses-Total Process,TRUE,Process Heating,25.02,9,0,0.01,16,0.01,0,0
335,End Use Not Reported,FALSE,End Use Not Reported,2,0.01,0,0.01,0,0.01,0,2
335,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,3.02,0.01,0,0,3,0.01,0,0
335,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1,0,0,0,1,0,0,0
335,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,2.02,0.01,0,0,2,0.01,0,0
335,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,71,40,0,0.08,27,1,0,2
336,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,118,58,0,2,55,3,0,0
336,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,1.01,0,0,0.01,0.99,0.25,0,0
336,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,78.02,29,0,0.01,49,0.25,0,0
336,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,19,19,0,0,0,0,0,0
336,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,5.01,2,0,1,0.01,2,0,0
336,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,8.02,6,0,0.01,2,0.25,0,0
336,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,5.98,2,0,0.97,3,0.25,0,0
336,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,158.97,92,0,1.97,64,1,0,0
336,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,1,1,0,0,0,0,0,0
336,Direct Uses-Total Process,TRUE,Machine Drive,63.95,59,0,1.95,2.99,0.25,0,0
336,Direct Uses-Total Process,TRUE,Other Process Use,12.02,7,0,0.01,5,0.25,0,0
336,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,8.02,8,0,0,0.01,0.25,0,0
336,Direct Uses-Total Process,TRUE,Process Heating,73.02,17,0,0.01,56,0.25,0,0
336,End Use Not Reported,FALSE,End Use Not Reported,14,2,0,0.01,2,0.01,0,9
336,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,27.03,1,1,0.02,24,0.05,1,0
336,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,7.02,0,0,0.01,7,0,0.01,0
336,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,20.02,1,1,0.01,17,0.05,1,0
336,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,318,154,1,4,145,4,1,9
337,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,16.06,7,0,0.05,8,1,0.01,0
337,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.01,0.01,0.2,0,0
337,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,10.03,3,0,0.01,7,0.2,0.01,0
337,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,3,3,0,0,0,0,0,0
337,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.2,0,0
337,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.03,1,0,0.01,0.01,0.2,0,0
337,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.2,0,0
337,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,16.06,10,0,0.01,6,0.04,0.01,0
337,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
337,Direct Uses-Total Process,TRUE,Machine Drive,8.02,8,0,0,0.01,0.01,0,0
337,Direct Uses-Total Process,TRUE,Other Process Use,0.02,0.01,0,0,0,0.01,0,0
337,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.03,0.01,0,0,0.01,0.01,0,0
337,Direct Uses-Total Process,TRUE,Process Heating,7.03,1,0,0.01,6,0.01,0.01,0
337,End Use Not Reported,FALSE,End Use Not Reported,4,0.01,0,0,0.01,0.01,0,4
337,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,1.04,0.01,0,0.01,0.99,0.02,0.01,0
337,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1,0,0,0.01,0.98,0.01,0,0
337,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.04,0.01,0,0,0.01,0.01,0.01,0
337,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,37,17,0,0.07,15,1,0.03,4
339,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,22.11,13,0.02,0.04,9,0.5,0,0
339,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,2,0,0,0.01,1.98,0.1,0,0
339,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,13.03,7,0.01,0.01,6,0.1,0,0
339,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,4,4,0,0,0,0,0,0
339,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.1,0,0
339,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,2.02,1,0.01,0,1,0.1,0,0
339,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.1,0,0
339,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,20.07,15,0,0.03,5,0.5,0,0
339,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
339,Direct Uses-Total Process,TRUE,Machine Drive,9.03,9,0,0.01,0.01,0.125,0,0
339,Direct Uses-Total Process,TRUE,Other Process Use,2,1,0,0.01,0.98,0.125,0,0
339,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,2.02,2,0,0,0.01,0.125,0,0
339,Direct Uses-Total Process,TRUE,Process Heating,7.02,3,0,0.01,4,0.125,0,0
339,End Use Not Reported,FALSE,End Use Not Reported,0.43,0.01,0,0,0.01,0.01,0,0.4
339,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,12.51,0.01,0,0.51,11.99,0,0,0
339,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,11.49,0,0,0.5,10.99,0,0,0
339,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.02,0.01,0,0.01,1,0,0,0
339,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,57,29,0.02,0.58,26,1,0,0.4
3112,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,10.08,5,0.01,1,4,0.05,0.02,0
3112,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.01,0.01,0.01,0,0
3112,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,5.04,2,0.01,0.01,3,0.01,0.01,0
3112,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
3112,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.03,0.01,0,1,0.01,0.01,0,0
3112,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.04,0.01,0,0.01,1,0.01,0.01,0
3112,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.01,0,0
3112,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,86.08,43,0.01,0.04,42,0.03,1,0
3112,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3112,Direct Uses-Total Process,TRUE,Machine Drive,37.02,36,0,0.01,1,0.01,0,0
3112,Direct Uses-Total Process,TRUE,Other Process Use,5.03,0.01,0,0.01,5,0.01,0,0
3112,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,7.01,5,0,0.01,2,0,0,0
3112,Direct Uses-Total Process,TRUE,Process Heating,37.03,1,0.01,0.01,35,0.01,1,0
3112,End Use Not Reported,FALSE,End Use Not Reported,52,0.01,0,0.01,0.01,0.01,22,29
3112,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,130.05,2,0.01,0.02,86,0.02,42,0
3112,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,66.03,0,0.01,0.01,36,0.01,30,0
3112,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,64.02,2,0,0.01,50,0.01,12,0
3112,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,278,50,0.03,1,133,0.11,65,29
3114,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,17.06,7,0.02,0.04,9,1,0,0
3114,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
3114,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,10.03,3,0.01,0.01,7,0.25,0,0
3114,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
3114,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.03,1,0,0.01,0.01,0.25,0,0
3114,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,2.02,1,0.01,0,1,0.25,0,0
3114,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0,0.25,0,0
3114,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,45.08,24,0.01,0.04,21,0.03,0,0
3114,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3114,Direct Uses-Total Process,TRUE,Machine Drive,9.03,9,0,0.01,0.01,0.01,0,0
3114,Direct Uses-Total Process,TRUE,Other Process Use,0.04,0.01,0,0.01,0.01,0.01,0,0
3114,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,13.02,13,0,0.01,0.01,0,0,0
3114,Direct Uses-Total Process,TRUE,Process Heating,22.03,2,0.01,0.01,20,0.01,0,0
3114,End Use Not Reported,FALSE,End Use Not Reported,12,0.01,0,0.01,6,0.01,0,5
3114,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,70.07,1,0.02,0.02,69,0.02,0.01,0
3114,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,46.04,0,0.01,0.01,46,0.01,0.01,0
3114,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,24.03,1,0.01,0.01,23,0.01,0,0
3114,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,146,33,0.05,1,105,1,0.01,5
3115,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,11.06,6,0.01,1,4,0.04,0.01,0
3115,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
3115,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,7.04,3,0.01,0.01,3.6,0.01,0.01,0
3115,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
3115,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
3115,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,2.01,1,0,0,0.6,0.01,0,0
3115,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,1.03,0.01,0,1,0.01,0.01,0,0
3115,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,43.11,25,0.03,0.5,18,0.03,0.01,0
3115,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3115,Direct Uses-Total Process,TRUE,Machine Drive,13.03,12,0.01,0.125,1,0.01,0,0
3115,Direct Uses-Total Process,TRUE,Other Process Use,2.02,1,0,0.125,1,0.01,0,0
3115,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,12.03,12,0.01,0.125,0.01,0,0,0
3115,Direct Uses-Total Process,TRUE,Process Heating,16.04,1,0.01,0.125,15,0.01,0.01,0
3115,End Use Not Reported,FALSE,End Use Not Reported,6,2,0,0.01,2,0.01,0,2
3115,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,47.02,1,1,1,44,0.02,0,0
3115,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,23.03,0,0.01,0.01,23,0.01,0,0
3115,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,23.02,1,1,0.99,21,0.01,0,0
3115,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,109,35,1,3,68,1,0.02,2
3116,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,34.05,11,0.01,4,19,0.4,0,0
3116,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
3116,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,12.02,4,0,0.01,8,0.1,0,0
3116,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,5,5,0,0,0,0,0,0
3116,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.03,0.01,0,1,0.01,0.1,0,0
3116,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,12.03,1,0.01,0.01,11,0.1,0,0
3116,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,2.03,0.01,0,2,0.01,0.1,0,0
3116,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,75.08,48,0,0.04,27,0.4,0,0
3116,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3116,Direct Uses-Total Process,TRUE,Machine Drive,19.02,18,0,0.01,1,0.1,0,0
3116,Direct Uses-Total Process,TRUE,Other Process Use,6.02,2,0,0.01,4,0.1,0,0
3116,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,26.03,26,0,0.01,0.01,0.1,0,0
3116,Direct Uses-Total Process,TRUE,Process Heating,25.02,3,0,0.01,22,0.1,0,0
3116,End Use Not Reported,FALSE,End Use Not Reported,8,1.98,0,0.01,1,0.01,0,5
3116,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,84.01,2,1,1,79,1.21,0.01,0
3116,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,51.02,0,1,1,49,0.01,0.01,0
3116,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,33.02,2,0.01,0.01,30,1.2,0,0
3116,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,201,62,1,5,126,2,0.01,5
3121,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,15,8,0,1,5,1,0,0
3121,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.25,0.01,0,0,0
3121,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,7.02,3,0,0.25,4,0.01,0,0
3121,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,3,3,0,0,0,0,0,0
3121,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,2.02,1,0,0.25,0.01,1,0,0
3121,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.02,1,0,0,0.01,0.01,0,0
3121,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.25,0.01,0.01,0,0
3121,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,24.06,19,0,0.03,5,0.03,0,0
3121,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3121,Direct Uses-Total Process,TRUE,Machine Drive,11.03,11,0,0.01,0.01,0.01,0,0
3121,Direct Uses-Total Process,TRUE,Other Process Use,1.03,1,0,0.01,0.01,0.01,0,0
3121,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,6.01,6,0,0,0.01,0,0,0
3121,Direct Uses-Total Process,TRUE,Process Heating,6.02,1,0,0.01,5,0.01,0,0
3121,End Use Not Reported,FALSE,End Use Not Reported,9,3,0,0.01,2,0.01,0,4
3121,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,37.05,0.01,0,0.02,31,0.02,6,0
3121,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,17.02,0,0,0.01,13,0.01,4,0
3121,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,20.03,0.01,0,0.01,18,0.01,2,0
3121,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,86,30,0,1,43,1,6,4
3122,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,3.09,2,0,0.05,1,0.03,0.2,0
3122,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
3122,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.04,1,0,0.01,0.01,0.01,0.2,0
3122,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.25,0,0,0,0,0,0
3122,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.25,0,0.01,0.01,0.01,0,0
3122,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.25,0,0.01,0.01,0,0,0
3122,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.25,0,0.01,0.01,0.01,0,0
3122,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,3.06,1.6,0,0.02,1,0.03,0.3,0
3122,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.25,0,0,0,0,0,0
3122,Direct Uses-Total Process,TRUE,Machine Drive,1.03,0.6,0,0.01,0.01,0.01,0,0
3122,Direct Uses-Total Process,TRUE,Other Process Use,0.03,0.25,0,0,0.01,0.01,0,0
3122,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.02,0.25,0,0,0.01,0,0,0
