naics,enduse_cat,not_total,end_use,total,net_electricity,fuel_oil,diesel,natural_gas,NGL_HGL,coal,other
322121,Direct Uses-Total Process,TRUE,Machine Drive,64.04,49,0.01,0.01,15,0.01,0.01,0
322121,Direct Uses-Total Process,TRUE,Other Process Use,3.02,0.01,0,0.01,1,0,2,0
322121,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.01,1,0,0,0.01,0,0,0
322121,Direct Uses-Total Process,TRUE,Process Heating,56.02,2,2,0.01,49,0.01,3,0
322121,End Use Not Reported,FALSE,End Use Not Reported,431,0,0,0.01,0,0.01,3,427
322121,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,183.01,2,7,1,89,0.01,84,0
322121,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,157.01,0,3,1,75,0.01,78,0
322121,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,27.01,2,4,0.01,15,0,6,0
322121,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,752,59,9,2,160,1,93,427
322122,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,1.06,1,0,0.02,0.02,0.02,0,0
322122,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0,0,0,0,0,0,0,0
322122,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,0.03,0.25,0,0,0.01,0.01,0,0
322122,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.25,0,0,0,0,0,0
322122,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.25,0,0.01,0,0.01,0,0
322122,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.02,0.25,0,0,0.01,0,0,0
322122,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.01,0,0,0.01,0,0,0,0
322122,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,28.03,26,0,0.02,2,0.01,0,0
322122,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,1,1,0,0,0,0,0,0
322122,Direct Uses-Total Process,TRUE,Machine Drive,16.01,16,0,0.01,0,0,0,0
322122,Direct Uses-Total Process,TRUE,Other Process Use,9.02,9,0,0.01,0.01,0,0,0
322122,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
322122,Direct Uses-Total Process,TRUE,Process Heating,2.02,0.01,0,0,2,0.01,0,0
322122,End Use Not Reported,FALSE,End Use Not Reported,23,1,0,0,0,0,0,22
322122,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,8.01,1,0,0.01,6,0,1,0
322122,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,7.01,0,0,0.01,6,0,1,0
322122,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.01,1,0,0,0.01,0,0,0
322122,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,59,28,0,0.05,8,0.03,1,22
322130,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,11.07,4,0.02,1,6,0.5,0.01,0
322130,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.04,0,0.01,0.01,0.01,0,0.01,0
322130,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,7.03,1.5,0.01,0.01,5,0.125,0,0
322130,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,1.5,0,0,0,0,0,0
322130,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.02,0.01,0,1,0,0.125,0,0
322130,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,2.01,1,0,0,1,0.125,0,0
322130,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0,0.125,0,0
322130,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,96.06,49,2,0.03,42,0.4,3,0
322130,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
322130,Direct Uses-Total Process,TRUE,Machine Drive,48.02,46,0,0.01,2,0.133333333,0,0
322130,Direct Uses-Total Process,TRUE,Other Process Use,3.02,1,0,0.01,2,0.133333333,0,0
322130,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1,1,0,0,0,0,0,0
322130,Direct Uses-Total Process,TRUE,Process Heating,44.02,1,2,0.01,38,0.133333333,3,0
322130,End Use Not Reported,FALSE,End Use Not Reported,622,1,0.01,0.01,0,0.01,0,621
322130,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,187.01,1,3,1,140,0.1,42,0
322130,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,167.01,0,3,1,122,0.1,41,0
322130,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,20.02,1,0.01,0.01,18,0,1,0
322130,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,917,55,5,2,188,1,45,621
324110,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,21.04,11,0,4,6,0.04,0,0
324110,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,3.02,0,0,0.01,3,0.01,0,0
324110,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,8.02,6,0,0.01,2,0.01,0,0
324110,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,4,4,0,0,0,0,0,0
324110,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,3.01,0,0,3,0,0.01,0,0
324110,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,2.03,2,0,0.01,0.01,0.01,0,0
324110,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,1.02,0.01,0,1,0.01,0,0,0
324110,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,737,145,2,1,559,30,0,0
324110,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
324110,Direct Uses-Total Process,TRUE,Machine Drive,150.01,140,0,1,9,0.01,0,0
324110,Direct Uses-Total Process,TRUE,Other Process Use,29.02,1,0,0.01,28,0.01,0,0
324110,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,7.02,7,0,0,0.01,0.01,0,0
324110,Direct Uses-Total Process,TRUE,Process Heating,550.01,-3,2,0.01,521,30,0,0
324110,End Use Not Reported,FALSE,End Use Not Reported,2275,2,0.01,0.01,104,0.01,0,2168
324110,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,341,1,1,1,332,5,1,0
324110,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,230.01,0,0,0.01,227,2,1,0
324110,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,110.01,1,1,0.99,105,3,0,0
324110,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,3372,160,3,6,1000,35,1,2168
324121,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.1,0.05,0.01,1,1,0.04,0,0
324121,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.05,0.01,0,0,0
324121,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.04,0.01,0.01,0.05,1,0.01,0,0
324121,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
324121,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.03,0.01,0,0.8,0.01,0.01,0,0
324121,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.05,0.01,0.01,0,0
324121,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.05,0.01,0.01,0,0
324121,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,45,3,2,3,36,1,0,0
324121,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
324121,Direct Uses-Total Process,TRUE,Machine Drive,7.02,2,0.333,1,4,0.01,0,0
324121,Direct Uses-Total Process,TRUE,Other Process Use,2.04,0.01,0.333,0.5,2,0.01,0,0
324121,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.04,0.01,0.333,0.5,0.01,0,0,0
324121,Direct Uses-Total Process,TRUE,Process Heating,34,1,1,1,30,1,0,0
324121,End Use Not Reported,FALSE,End Use Not Reported,4.04,0.01,0,0.01,0.01,0.01,0,4
324121,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,5.05,0.01,0,0.5,5,0.02,0,0
324121,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,5.02,0,0,0.01,5,0.01,0,0
324121,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.03,0.01,0,0.49,1,0.01,0,0
324121,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,57,3,2,5,42,1,0,4
324122,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,1.13,0.04,0,0.05,1,0.04,0,0
324122,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
324122,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,0.01,0,0.01,1,0.01,0,0
324122,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
324122,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
324122,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.01,0.01,0,0
324122,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0,0,0.01,0.01,0.01,0,0
324122,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,9.07,2,0,0.03,7,0.03,0.01,0
324122,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
324122,Direct Uses-Total Process,TRUE,Machine Drive,2.03,2,0,0.01,0.01,0.01,0,0
324122,Direct Uses-Total Process,TRUE,Other Process Use,0.05,0.01,0,0.01,0.01,0.01,0.01,0
324122,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.02,0.01,0,0,0.01,0,0,0
324122,Direct Uses-Total Process,TRUE,Process Heating,7.03,0.01,0,0.01,7,0.01,0,0
324122,End Use Not Reported,FALSE,End Use Not Reported,0.03,0,0,0.01,0,0.01,0,0.01
324122,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,3.06,0.01,0.01,0.02,3,0.02,0,0
324122,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,2.03,0,0.01,0.01,2,0.01,0,0
324122,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.03,0.01,0,0.01,1,0.01,0,0
324122,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,13.24,2,0.01,0.11,11,0.1,0.01,0.01
324199,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,1.13,0.05,0,0.04,1,0.03,0.01,0
324199,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
324199,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,0.01,0,0.01,1,0.01,0,0
324199,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
324199,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.01,0,0
324199,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.01,0.01,0,0
324199,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0,0.01,0
324199,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,11.06,-1,0,0.03,5,0.03,7,0
324199,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0,0,0,0,0,0,0,0
324199,Direct Uses-Total Process,TRUE,Machine Drive,-0.99,-1,0,0.01,0,0,0,0
324199,Direct Uses-Total Process,TRUE,Other Process Use,7.03,0.01,0,0.01,0,0.01,7,0
324199,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.02,0.01,0,0,0,0.01,0,0
324199,Direct Uses-Total Process,TRUE,Process Heating,5.03,0.01,0,0.01,5,0.01,0,0
324199,End Use Not Reported,FALSE,End Use Not Reported,44.01,0,0,0,0,0.01,0,44
324199,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,2.04,0.01,0,0.02,2,0.01,0,0
324199,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1.02,0,0,0.01,1,0.01,0,0
324199,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.02,0.01,0,0.01,1,0,0,0
324199,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,58.17,-1,0,0.09,8,0.08,7,44
325110,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.07,1,0,0.05,1,0.02,0,0
325110,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
325110,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,1,0,0.01,0.01,0.01,0,0
325110,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
325110,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.01,0,0
325110,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0.01,0.01,0,0,0
325110,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,1.02,0.01,0,0.01,1,0,0,0
325110,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,240.05,19,0,0.02,221,0.03,0,0
325110,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,3,3,0,0,0,0,0,0
325110,Direct Uses-Total Process,TRUE,Machine Drive,19.02,12,0,0.01,7,0.01,0,0
325110,Direct Uses-Total Process,TRUE,Other Process Use,8.02,0,0,0.01,8,0.01,0,0
325110,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,6,3,0,0,3,0,0,0
325110,Direct Uses-Total Process,TRUE,Process Heating,204.01,1,0,0,203,0.01,0,0
325110,End Use Not Reported,FALSE,End Use Not Reported,207.02,0,0,0.01,0,0.01,0,207
325110,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,87.05,0.01,0,0.02,87,0.02,0,0
325110,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,68.02,0,0,0.01,68,0.01,0,0
325110,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,19.03,0.01,0,0.01,19,0.01,0,0
325110,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,538,20,0,1,309,1,0,207
325120,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,18.07,2,0,0.04,16,0.03,0,0
325120,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0,0,0,0,0,0,0,0
325120,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,17.02,1,0,0.01,16,0.01,0,0
325120,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.25,0,0,0,0,0,0
325120,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.25,0,0.01,0.01,0.01,0,0
325120,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.25,0,0.01,0.01,0.01,0,0
325120,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.02,0.25,0,0.01,0,0,0,0
325120,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,83.03,66,0,0.03,17,0,0,0
325120,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
325120,Direct Uses-Total Process,TRUE,Machine Drive,69.01,64,0,0.01,5,0,0,0
325120,Direct Uses-Total Process,TRUE,Other Process Use,4,0,0,0,4,0,0,0
325120,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.02,1,0,0.01,0.01,0,0,0
325120,Direct Uses-Total Process,TRUE,Process Heating,8.01,1,0,0.01,7,0,0,0
325120,End Use Not Reported,FALSE,End Use Not Reported,3.02,0.01,0,0,0,0.01,0,3
325120,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,5.04,0.01,0,0.02,5,0.01,0,0
325120,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,2.02,0,0,0.01,2,0.01,0,0
325120,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,3.02,0.01,0,0.01,3,0,0,0
325120,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,109.14,68,0,0.09,38,0.05,0,3
325180,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,10.04,6,0,1,3,0.04,0,0
325180,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
325180,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,4.02,2,0,0.01,2.5,0.01,0,0
325180,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
325180,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.02,0.01,0,1,0,0.01,0,0
325180,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.03,1,0,0.01,0.5,0.01,0,0
325180,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0,0.01,0,0
325180,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,169.07,70,0,0.04,97,0.03,2,0
325180,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,40,40,0,0,0,0,0,0
325180,Direct Uses-Total Process,TRUE,Machine Drive,65.02,18,0,0.01,47,0.01,0,0
325180,Direct Uses-Total Process,TRUE,Other Process Use,6.02,5,0,0.01,1,0.01,0,0
325180,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,3.02,3,0,0.01,0.01,0,0,0
325180,Direct Uses-Total Process,TRUE,Process Heating,55.02,4,0,0.01,49,0.01,2,0
325180,End Use Not Reported,FALSE,End Use Not Reported,75.01,1,0,0,0,0.01,0,74
325180,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,104.04,2,0,0.02,51,0.02,51,0
325180,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,82.02,0,0,0.01,36,0.01,46,0
325180,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,22.02,2,0,0.01,15,0.01,5,0
325180,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,358.1,79,0,1,151,0.1,53,74
325193,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,7.07,3,0,0.5,4,0.03,0,0
325193,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.125,0,0,0,0
325193,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,4.01,1,0,0,3,0.01,0,0
325193,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
325193,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.5,0,0.125,0.01,0.01,0,0
325193,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.03,0.5,0,0.125,1,0.01,0,0
325193,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.02,0,0,0.125,0.01,0,0,0
325193,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,174.02,33,0,0.5,138,0.01,3,0
325193,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
325193,Direct Uses-Total Process,TRUE,Machine Drive,27.02,26,0,0.5,1,0.01,0,0
325193,Direct Uses-Total Process,TRUE,Other Process Use,16,1,0,0,15,0,0,0
325193,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,5,4,0,0,1,0,0,0
325193,Direct Uses-Total Process,TRUE,Process Heating,126,2,0,0,121,0,3,0
325193,End Use Not Reported,FALSE,End Use Not Reported,55.02,1,0,0.01,3,0.01,43,8
325193,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,254,1,0,0,218,0,35,0
325193,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,126,0,0,0,97,0,29,0
325193,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,128,1,0,0,121,0,6,0
325193,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,491.05,39,0,1,363,0.05,80,8
325194,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.09,2,0,0.03,0.03,0.03,0,0
325194,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
325194,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,1,0,0.01,0.01,0.01,0,0
325194,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
325194,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.01,0,0
325194,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.01,0.01,0,0
325194,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.01,0,0,0,0.01,0,0,0
325194,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,17.05,8,0,0.03,9,0.02,0,0
325194,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
325194,Direct Uses-Total Process,TRUE,Machine Drive,5.01,5,0,0.01,0,0,0,0
325194,Direct Uses-Total Process,TRUE,Other Process Use,0.04,0.01,0,0.01,0.5,0.01,0,0
325194,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,2.01,2,0,0.01,0,0,0,0
325194,Direct Uses-Total Process,TRUE,Process Heating,9.01,1,0,0,8.5,0.01,0,0
325194,End Use Not Reported,FALSE,End Use Not Reported,7.01,0.01,0,0,0,0,0,7
325194,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,15.02,0.01,0,0.01,15,0,0,0
325194,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,9,0,0,0,9,0,0,0
325194,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,6.02,0.01,0,0.01,6,0,0,0
325194,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,41.12,10,0,0.07,24,0.05,0,7
325199,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,15.04,8,0,1,6,0.04,0,0
325199,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.2,0.01,0,0,0
325199,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,7.02,3,0,0.2,4,0.01,0,0
325199,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,3,3,0,0,0,0,0,0
325199,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.6666,0,0.2,0.01,0.01,0,0
325199,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,1.03,0.6666,0,0.2,1,0.01,0,0
325199,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,1.01,0.6666,0,0.2,0.98,0.01,0,0
325199,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,176.04,48,0,1,127,0.04,0,0
325199,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,3,3,0,0,0,0,0,0
325199,Direct Uses-Total Process,TRUE,Machine Drive,52.01,36,0,1,15,0.01,0,0
325199,Direct Uses-Total Process,TRUE,Other Process Use,20.03,0.01,0,0.01,20,0.01,0,0
325199,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,11.01,7,0,0,4,0.01,0,0
325199,Direct Uses-Total Process,TRUE,Process Heating,90.02,2,0,0.01,88,0.01,0,0
325199,End Use Not Reported,FALSE,End Use Not Reported,321.03,1,0,0.01,0.01,0.01,13,307
325199,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,279.04,1,2,0.02,230,0.02,46,0
325199,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,190.02,0,0,0.01,145,0.01,45,0
325199,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,88.02,1,2,0.01,84,0.01,1,0
325199,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,791.11,57,2,2,364,0.11,59,307
325211,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,14.05,6,0.01,1,6,0.4,1,0
325211,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
325211,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,8.03,3,0.01,0.01,4,0.1,1,0
325211,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
325211,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.03,0.01,0,1,0.01,0.1,0,0
325211,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,3.02,1,0,0.01,2,0.1,0,0
325211,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.1,0,0
325211,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,143.08,50,0.01,0.03,86,0.4,7,0
325211,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,9,9,0,0,0,0,0,0
325211,Direct Uses-Total Process,TRUE,Machine Drive,38.02,34,0,0.01,4,0.1,0,0
325211,Direct Uses-Total Process,TRUE,Other Process Use,5.03,0.01,0,0.01,5,0.1,0,0
325211,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,9.02,3,0,0.01,6,0.1,0,0
325211,Direct Uses-Total Process,TRUE,Process Heating,82.02,3,0.01,0,72,0.1,7,0
325211,End Use Not Reported,FALSE,End Use Not Reported,104.02,1,0,0,0.01,0.01,0,103
325211,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,290.06,1,0.02,0.02,283,0.2,6,0
325211,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,257.03,0,0.01,0.01,257,0.01,0,0
325211,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,32.03,1,0.01,0.01,25,0.19,6,0
325211,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,552.04,58,0.04,1,375,1,14,103
325212,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,1.09,1,0,0.03,0.03,0.03,0,0
325212,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
325212,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,0.03,0.2,0,0,0.01,0.01,0,0
325212,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.2,0,0,0,0,0,0
325212,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.2,0,0.01,0,0.01,0,0
325212,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.02,0.2,0,0,0.01,0,0,0
325212,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.2,0,0.01,0.01,0.01,0,0
325212,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,4.04,3,0,0.03,1,0.01,0,0
325212,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0,0,0,0,0,0,0,0
